Applications:,- Eclipse,- Atom,- Pycharm,- Visual studio,- Angular
Programming:,- Java,- C++,- Python,- HTML,- CSS,- Typescrypt,- Javascript
Education:,- GPA 3.10,- Object Oriented Programming,- Data structures and algorithms
